rsid	go	term
rs968567	GO:0006636	unsaturated fatty acid biosynthetic process
rs968567	GO:0008610	lipid biosynthetic process
rs968567	GO:0016213	linoleoyl-CoA desaturase activity
rs968567	GO:0016717	oxidoreductase activity - acting on paired donors - with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
rs968567	GO:0036109	alpha-linolenic acid metabolic process
rs968567	GO:0043651	linoleic acid metabolic process
rs645078	GO:0004711	ribosomal protein S6 kinase activity
rs645078	GO:0032793	positive regulation of CREB transcription factor activity
rs645078	GO:0035175	histone kinase activity (H3-S10 specific)
rs645078	GO:0043687	post-translational protein modification
rs645078	GO:0044022	histone kinase activity (H3-S28 specific)
rs645078	GO:0070498	interleukin-1-mediated signaling pathway
rs312024	GO:0001702	gastrulation with mouth forming second
rs312024	GO:0001944	vasculature development
rs312024	GO:0002053	positive regulation of mesenchymal cell proliferation
rs312024	GO:0002076	osteoblast development
rs312024	GO:0006007	glucose catabolic process
rs312024	GO:0006897	endocytosis
rs312024	GO:0008078	mesodermal cell migration
rs312024	GO:0008203	cholesterol metabolic process
rs312024	GO:0009952	anterior/posterior pattern specification
rs312024	GO:0015026	coreceptor activity
rs312024	GO:0017147	Wnt-protein binding
rs312024	GO:0033687	osteoblast proliferation
rs312024	GO:0033690	positive regulation of osteoblast proliferation
rs312024	GO:0035019	somatic stem cell population maintenance
rs312024	GO:0035108	limb morphogenesis
rs312024	GO:0035426	extracellular matrix-cell signaling
rs312024	GO:0042074	cell migration involved in gastrulation
rs312024	GO:0042733	embryonic digit morphogenesis
rs312024	GO:0042813	Wnt receptor activity
rs312024	GO:0045600	positive regulation of fat cell differentiation
rs312024	GO:0045668	negative regulation of osteoblast differentiation
rs312024	GO:0048539	bone marrow development
rs312024	GO:0060033	anatomical structure regression
rs312024	GO:0060042	retina morphogenesis in camera-type eye
rs312024	GO:0060348	bone development
rs312024	GO:0060349	bone morphogenesis
rs312024	GO:0060444	branching involved in mammary gland duct morphogenesis
rs312024	GO:0060603	mammary gland duct morphogenesis
rs312024	GO:0060612	adipose tissue development
rs312024	GO:0060764	cell-cell signaling involved in mammary gland development
rs312024	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus
rs312024	GO:0061299	retina vasculature morphogenesis in camera-type eye
rs312024	GO:0061304	retinal blood vessel morphogenesis
rs312024	GO:0071901	negative regulation of protein serine/threonine kinase activity
rs312024	GO:0071936	coreceptor activity involved in Wnt signaling pathway
rs312024	GO:0110135	Norrin signaling pathway
rs312024	GO:1902262	apoptotic process involved in blood vessel morphogenesis
rs312024	GO:1904928	coreceptor activity involved in canonical Wnt signaling pathway
rs312024	GO:1990851	Wnt-Frizzled-LRP5/6 complex
rs312024	GO:1990909	Wnt signalosome
rs188260549	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity
rs188260549	GO:0005547	phosphatidylinositol-3-4-5-trisphosphate binding
rs188260549	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
rs188260549	GO:0030316	osteoclast differentiation
rs188260549	GO:0035591	signaling adaptor activity
rs188260549	GO:0043306	positive regulation of mast cell degranulation
rs188260549	GO:0048015	phosphatidylinositol-mediated signaling
rs607703	GO:0003682	chromatin binding
rs607703	GO:0008015	blood circulation
rs607703	GO:0035855	megakaryocyte development
rs1805731	GO:0005765	lysosomal membrane
rs1805731	GO:0005802	trans-Golgi network
rs1805731	GO:0006622	protein targeting to lysosome
rs1805731	GO:0006898	receptor-mediated endocytosis
rs1805731	GO:0007041	lysosomal transport
rs1805731	GO:0008333	endosome to lysosome transport
rs1805731	GO:0030669	clathrin-coated endocytic vesicle membrane
rs1805731	GO:0032588	trans-Golgi network membrane
rs1805731	GO:0033299	secretion of lysosomal enzymes
rs1805731	GO:1905394	retromer complex binding
rs3764021	GO:0030246	carbohydrate binding
rs3764021	GO:0046703	natural killer cell lectin-like receptor binding
rs705699	GO:0003924	GTPase activity
rs705699	GO:0003925	G protein activity
rs705699	GO:0005525	GTP binding
rs705699	GO:0006886	intracellular protein transport
rs705699	GO:0007032	endosome organization
rs705699	GO:0012505	endomembrane system
rs705699	GO:0019003	GDP binding
rs705699	GO:0019882	antigen processing and presentation
rs705699	GO:0030100	regulation of endocytosis
rs705699	GO:0030139	endocytic vesicle
rs705699	GO:0030667	secretory granule membrane
rs705699	GO:0030672	synaptic vesicle membrane
rs705699	GO:0030742	GTP-dependent protein binding
rs705699	GO:0042470	melanosome
rs705699	GO:0043231	intracellular membrane-bounded organelle
rs705699	GO:0048227	plasma membrane to endosome transport
rs1701704	GO:0043425	bHLH transcription factor binding
rs1701704	GO:0051260	protein homooligomerization
rs11171739	GO:0003197	endocardial cushion development
rs11171739	GO:0004713	protein tyrosine kinase activity
rs11171739	GO:0007162	negative regulation of cell adhesion
rs11171739	GO:0007422	peripheral nervous system development
rs11171739	GO:0009968	negative regulation of signal transduction
rs11171739	GO:0014037	Schwann cell differentiation
rs11171739	GO:0019838	growth factor binding
rs11171739	GO:0021545	cranial nerve development
rs11171739	GO:0022008	neurogenesis
rs11171739	GO:0030296	protein tyrosine kinase activator activity
rs11171739	GO:0031625	ubiquitin protein ligase binding
rs11171739	GO:0033674	positive regulation of kinase activity
rs11171739	GO:0038131	neuregulin receptor activity
rs11171739	GO:0038132	neuregulin binding
rs11171739	GO:0038133	ERBB2-ERBB3 signaling pathway
rs11171739	GO:0038143	ERBB3
rs11171739	GO:0042127	regulation of cell population proliferation
rs11171739	GO:0043125	ErbB-3 class receptor binding
rs11171739	GO:0046982	protein heterodimerization activity
rs11171739	GO:0051048	negative regulation of secretion
rs11171739	GO:0051402	neuron apoptotic process
rs11171739	GO:0055025	positive regulation of cardiac muscle tissue development
rs11171739	GO:0061098	positive regulation of protein tyrosine kinase activity
rs11171739	GO:0070886	positive regulation of calcineurin-NFAT signaling cascade
rs11171739	GO:0097049	motor neuron apoptotic process
rs11171739	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand
rs11171739	GO:0098590	plasma membrane region
rs11171739	GO:2000672	negative regulation of motor neuron apoptotic process
rs17178006	GO:0016671	oxidoreductase activity - acting on a sulfur group of donors - disulfide as acceptor
rs17178006	GO:0030091	protein repair
rs17178006	GO:0033743	peptide-methionine (R)-S-oxide reductase activity
rs17178006	GO:0033745	L-methionine-(R)-S-oxide reductase activity
rs1265564	GO:0007614	short-term memory
rs1265564	GO:0050775	positive regulation of dendrite morphogenesis
rs1265564	GO:0051965	positive regulation of synapse assembly
rs1265564	GO:0061003	positive regulation of dendritic spine morphogenesis
rs1265564	GO:0071310	cellular response to organic substance
rs1265564	GO:2000463	positive regulation of excitatory postsynaptic potential
rs3184504	GO:0001780	neutrophil homeostasis
rs3184504	GO:0005173	stem cell factor receptor binding
rs3184504	GO:0035702	monocyte homeostasis
rs3184504	GO:0036016	cellular response to interleukin-3
rs3184504	GO:0038163	thrombopoietin-mediated signaling pathway
rs3184504	GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein
rs3184504	GO:0043407	negative regulation of MAP kinase activity
rs3184504	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT
rs3184504	GO:0048821	erythrocyte development
rs3184504	GO:0060218	hematopoietic stem cell differentiation
rs3184504	GO:0060761	negative regulation of response to cytokine stimulus
rs3184504	GO:0070100	negative regulation of chemokine-mediated signaling pathway
rs3184504	GO:0090331	negative regulation of platelet aggregation
rs3184504	GO:1900235	negative regulation of Kit signaling pathway
rs3184504	GO:1990869	cellular response to chemokine
rs17696736	GO:0017196	N-terminal peptidyl-methionine acetylation
rs17696736	GO:0031416	NatB complex
rs614226	GO:0010626	negative regulation of Schwann cell proliferation
rs614226	GO:0031643	positive regulation of myelination
rs614226	GO:0051865	protein autoubiquitination
rs614226	GO:0061630	ubiquitin protein ligase activity
rs614226	GO:0099147	extrinsic component of postsynaptic density membrane
rs614226	GO:0099527	postsynapse to nucleus signaling pathway
rs7300146	GO:0016757	glycosyltransferase activity
rs539514	GO:0005635	nuclear envelope
rs539514	GO:0008022	protein C-terminus binding
rs539514	GO:0023051	regulation of signaling
rs539514	GO:0030155	regulation of cell adhesion
rs539514	GO:0042805	actinin binding
rs188683350	GO:0002250	adaptive immune response
rs188683350	GO:0009617	response to bacterium
rs188683350	GO:0042101	T cell receptor complex
rs10137082	GO:0009620	response to fungus
rs10137082	GO:0009624	response to nematode
rs10137082	GO:0030222	eosinophil differentiation
rs10137082	GO:0030380	interleukin-17E receptor binding
rs55846421	GO:0000049	tRNA binding
rs55846421	GO:0043023	ribosomal large subunit binding
rs55846421	GO:0051168	nuclear export
rs55846421	GO:0072344	rescue of stalled ribosome
rs55846421	GO:0140708	CAT tailing
rs55846421	GO:1990112	RQC complex
rs55846421	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
rs911263	GO:0000400	four-way junction DNA binding
rs911263	GO:0000724	double-strand break repair via homologous recombination
rs911263	GO:0001832	blastocyst growth
rs911263	GO:0005657	replication fork
rs911263	GO:0006281	DNA repair
rs911263	GO:0006310	DNA recombination
rs911263	GO:0006974	cellular response to DNA damage stimulus
rs911263	GO:0007131	reciprocal meiotic recombination
rs911263	GO:0008094	ATP-dependent activity - acting on DNA
rs911263	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
rs911263	GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex
rs911263	GO:0061053	somite development
rs911263	GO:0090304	nucleic acid metabolic process
rs911263	GO:0140664	ATP-dependent DNA damage sensor activity
rs1465788	GO:0000165	MAPK cascade
rs1465788	GO:0000288	nuclear-transcribed mRNA catabolic process - deadenylation-dependent decay
rs1465788	GO:0000932	P-body
rs1465788	GO:0001570	vasculogenesis
rs1465788	GO:0003342	proepicardium development
rs1465788	GO:0006402	mRNA catabolic process
rs1465788	GO:0010837	regulation of keratinocyte proliferation
rs1465788	GO:0021915	neural tube development
rs1465788	GO:0031086	nuclear-transcribed mRNA catabolic process - deadenylation-independent decay
rs1465788	GO:0031440	regulation of mRNA 3'-end processing
rs1465788	GO:0035925	mRNA 3'-UTR AU-rich region binding
rs1465788	GO:0038066	p38MAPK cascade
rs1465788	GO:0043488	regulation of mRNA stability
rs1465788	GO:0043491	protein kinase B signaling
rs1465788	GO:0044344	cellular response to fibroblast growth factor stimulus
rs1465788	GO:0045616	regulation of keratinocyte differentiation
rs1465788	GO:0045647	negative regulation of erythrocyte differentiation
rs1465788	GO:0045657	positive regulation of monocyte differentiation
rs1465788	GO:0045661	regulation of myoblast differentiation
rs1465788	GO:0048382	mesendoderm development
rs1465788	GO:0060710	chorio-allantoic fusion
rs1465788	GO:0060712	spongiotrophoblast layer development
rs1465788	GO:0061014	positive regulation of mRNA catabolic process
rs1465788	GO:0061158	3'-UTR-mediated mRNA destabilization
rs1465788	GO:0070371	ERK1 and ERK2 cascade
rs1465788	GO:0071364	cellular response to epidermal growth factor stimulus
rs1465788	GO:0071375	cellular response to peptide hormone stimulus
rs1465788	GO:0071385	cellular response to glucocorticoid stimulus
rs1465788	GO:0071456	cellular response to hypoxia
rs1465788	GO:0071472	cellular response to salt stress
rs1465788	GO:0071560	cellular response to transforming growth factor beta stimulus
rs1465788	GO:0071889	14-3-3 protein binding
rs1465788	GO:0072091	regulation of stem cell proliferation
rs1465788	GO:0097403	cellular response to raffinose
rs1465788	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process - deadenylation-dependent decay
rs1465788	GO:1901991	negative regulation of mitotic cell cycle phase transition
rs1465788	GO:1902172	regulation of keratinocyte apoptotic process
rs1465788	GO:1904582	positive regulation of intracellular mRNA localization
rs148758429	GO:0004017	adenylate kinase activity
rs148758429	GO:0004127	cytidylate kinase activity
rs148758429	GO:0004550	nucleoside diphosphate kinase activity
rs148758429	GO:0006139	nucleobase-containing compound metabolic process
rs148758429	GO:0006165	nucleoside diphosphate phosphorylation
rs148758429	GO:0009117	nucleotide metabolic process
rs148758429	GO:0009123	nucleoside monophosphate metabolic process
rs148758429	GO:0009142	nucleoside triphosphate biosynthetic process
rs148758429	GO:0016776	phosphotransferase activity - phosphate group as acceptor
rs148758429	GO:0019205	nucleobase-containing compound kinase activity
rs148758429	GO:0031514	motile cilium
rs148758429	GO:0046940	nucleoside monophosphate phosphorylation
rs8035957	GO:0005085	guanyl-nucleotide exchange factor activity
rs8035957	GO:0007264	small GTPase mediated signal transduction
rs8035957	GO:0007265	Ras protein signal transduction
rs8035957	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
rs8035957	GO:0019992	diacylglycerol binding
rs8035957	GO:0031210	phosphatidylcholine binding
rs8035957	GO:0032252	secretory granule localization
rs8035957	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production
rs8035957	GO:0032729	positive regulation of interferon-gamma production
rs8035957	GO:0032816	positive regulation of natural killer cell activation
rs8035957	GO:0032825	positive regulation of natural killer cell differentiation
rs8035957	GO:0033089	positive regulation of T cell differentiation in thymus
rs8035957	GO:0042098	T cell proliferation
rs8035957	GO:0042113	B cell activation
rs8035957	GO:0043303	mast cell degranulation
rs8035957	GO:0043406	positive regulation of MAP kinase activity
rs8035957	GO:0043547	positive regulation of GTPase activity
rs8035957	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity
rs8035957	GO:0046330	positive regulation of JNK cascade
rs8035957	GO:0047496	vesicle transport along microtubule
rs8035957	GO:0050790	regulation of catalytic activity
rs8035957	GO:0050896	response to stimulus
rs8035957	GO:0070372	regulation of ERK1 and ERK2 cascade
rs8035957	GO:0090630	activation of GTPase activity
rs188453055	GO:0001669	acrosomal vesicle
rs188453055	GO:0004712	protein serine/threonine/tyrosine kinase activity
rs188453055	GO:0018108	peptidyl-tyrosine phosphorylation
rs188453055	GO:0043484	regulation of RNA splicing
rs188453055	GO:0045111	intermediate filament cytoskeleton
rs188453055	GO:0046777	protein autophosphorylation
rs34593439	GO:0001656	metanephros development
rs34593439	GO:0001913	T cell mediated cytotoxicity
rs34593439	GO:0002764	immune response-regulating signaling pathway
rs34593439	GO:0004175	endopeptidase activity
rs34593439	GO:0004177	aminopeptidase activity
rs34593439	GO:0004197	cysteine-type endopeptidase activity
rs34593439	GO:0004252	serine-type endopeptidase activity
rs34593439	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process
rs34593439	GO:0008234	cysteine-type peptidase activity
rs34593439	GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
rs34593439	GO:0010634	positive regulation of epithelial cell migration
rs34593439	GO:0010813	neuropeptide catabolic process
rs34593439	GO:0010815	bradykinin catabolic process
rs34593439	GO:0010952	positive regulation of peptidase activity
rs34593439	GO:0016505	peptidase activator activity involved in apoptotic process
rs34593439	GO:0030108	HLA-A specific activating MHC class I receptor activity
rs34593439	GO:0031638	zymogen activation
rs34593439	GO:0031648	protein destabilization
rs34593439	GO:0032526	response to retinoic acid
rs34593439	GO:0033619	membrane protein proteolysis
rs34593439	GO:0043129	surfactant homeostasis
rs34593439	GO:0045766	positive regulation of angiogenesis
rs34593439	GO:0060448	dichotomous subdivision of terminal units involved in lung branching
rs34593439	GO:0062023	collagen-containing extracellular matrix
rs34593439	GO:0070324	thyroid hormone binding
rs34593439	GO:0097067	cellular response to thyroid hormone stimulus
rs34593439	GO:0097208	alveolar lamellar body
rs34593439	GO:0097486	multivesicular body lumen
rs34593439	GO:2001235	positive regulation of apoptotic signaling pathway
rs9934817	GO:0000381	regulation of alternative mRNA splicing - via spliceosome
rs9934817	GO:0003730	mRNA 3'-UTR binding
rs9934817	GO:0010494	cytoplasmic stress granule
rs9934817	GO:0050658	RNA transport
rs9934817	GO:0050885	neuromuscular process controlling balance
rs9934817	GO:2001014	regulation of skeletal muscle cell differentiation
rs74956101	GO:0001540	amyloid-beta binding
rs74956101	GO:0001964	startle response
rs74956101	GO:0004970	ionotropic glutamate receptor activity
rs74956101	GO:0004972	NMDA glutamate receptor activity
rs74956101	GO:0005261	cation channel activity
rs74956101	GO:0005262	calcium channel activity
rs74956101	GO:0006816	calcium ion transport
rs74956101	GO:0007215	glutamate receptor signaling pathway
rs74956101	GO:0007420	brain development
rs74956101	GO:0007611	learning or memory
rs74956101	GO:0008542	visual learning
rs74956101	GO:0014069	postsynaptic density
rs74956101	GO:0015276	ligand-gated ion channel activity
rs74956101	GO:0017146	NMDA selective glutamate receptor complex
rs74956101	GO:0019233	sensory perception of pain
rs74956101	GO:0022849	glutamate-gated calcium ion channel activity
rs74956101	GO:0030163	protein catabolic process
rs74956101	GO:0030431	sleep
rs74956101	GO:0033058	directional locomotion
rs74956101	GO:0034220	ion transmembrane transport
rs74956101	GO:0035235	ionotropic glutamate receptor signaling pathway
rs74956101	GO:0040011	locomotion
rs74956101	GO:0042391	regulation of membrane potential
rs74956101	GO:0042417	dopamine metabolic process
rs74956101	GO:0042428	serotonin metabolic process
rs74956101	GO:0043197	dendritic spine
rs74956101	GO:0048168	regulation of neuronal synaptic plasticity
rs74956101	GO:0050804	modulation of chemical synaptic transmission
rs74956101	GO:0051968	positive regulation of synaptic transmission - glutamatergic
rs74956101	GO:0060078	regulation of postsynaptic membrane potential
rs74956101	GO:0060079	excitatory postsynaptic potential
rs74956101	GO:0060291	long-term synaptic potentiation
rs74956101	GO:0070588	calcium ion transmembrane transport
rs74956101	GO:0097060	synaptic membrane
rs74956101	GO:0097202	activation of cysteine-type endopeptidase activity
rs74956101	GO:0097553	calcium ion transmembrane import into cytosol
rs74956101	GO:0098794	postsynapse
rs74956101	GO:0098839	postsynaptic density membrane
rs74956101	GO:0098976	excitatory chemical synaptic transmission
rs74956101	GO:0099094	ligand-gated cation channel activity
rs74956101	GO:1903539	protein localization to postsynaptic membrane
rs74956101	GO:1904062	regulation of cation transmembrane transport
rs12708716	GO:0003674	molecular function
rs12708716	GO:0006914	autophagy
rs12708716	GO:0009267	cellular response to starvation
rs12708716	GO:0010008	endosome membrane
rs12708716	GO:0016197	endosomal transport
rs12708716	GO:0036020	endolysosome membrane
rs12708716	GO:1901096	regulation of autophagosome maturation
rs12708716	GO:1901097	negative regulation of autophagosome maturation
rs12708716	GO:1904263	positive regulation of TORC1 signaling
rs12708716	GO:1904766	negative regulation of macroautophagy by TORC1 signaling
rs193778	GO:0001932	regulation of protein phosphorylation
rs193778	GO:0005942	phosphatidylinositol 3-kinase complex
rs193778	GO:0007259	receptor signaling pathway via JAK-STAT
rs193778	GO:0010533	regulation of activation of Janus kinase activity
rs193778	GO:0016567	protein ubiquitination
rs193778	GO:0019210	kinase inhibitor activity
rs193778	GO:0042509	regulation of tyrosine phosphorylation of STAT protein
rs193778	GO:0043372	positive regulation of CD4-positive - alpha-beta T cell differentiation
rs193778	GO:0043377	negative regulation of CD8-positive - alpha-beta T cell differentiation
rs193778	GO:0045591	positive regulation of regulatory T cell differentiation
rs193778	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
rs193778	GO:0046854	phosphatidylinositol phosphate biosynthetic process
rs193778	GO:0060334	regulation of type II interferon-mediated signaling pathway
rs193778	GO:0071230	cellular response to amino acid stimulus
rs416603	GO:0000786	nucleosome
rs416603	GO:0007340	acrosome reaction
rs416603	GO:0007341	penetration of zona pellucida
rs416603	GO:0010954	positive regulation of protein processing
rs416603	GO:0035092	sperm DNA condensation
rs12444268	GO:0002412	antigen transcytosis by M cells in mucosal-associated lymphoid tissue
rs12444268	GO:0003823	antigen binding
rs12444268	GO:0005201	extracellular matrix structural constituent
rs12444268	GO:0042589	zymogen granule membrane
rs12444268	GO:1990266	neutrophil migration
rs151234	GO:0006641	triglyceride metabolic process
rs151234	GO:0006869	lipid transport
rs151234	GO:0008202	steroid metabolic process
rs151234	GO:0030228	lipoprotein particle receptor activity
rs151234	GO:0030229	very-low-density lipoprotein particle receptor activity
rs151234	GO:0034361	very-low-density lipoprotein particle
rs151234	GO:0034362	low-density lipoprotein particle
rs151234	GO:0042627	chylomicron
rs4788084	GO:0002526	acute inflammatory response
rs4788084	GO:0006473	protein acetylation
rs4788084	GO:0009636	response to toxic substance
rs4788084	GO:0010506	regulation of autophagy
rs4788084	GO:0010667	negative regulation of cardiac muscle cell apoptotic process
rs4788084	GO:0010698	acetyltransferase activator activity
rs4788084	GO:0031401	positive regulation of protein modification process
rs4788084	GO:0035914	skeletal muscle cell differentiation
rs4788084	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
rs4788084	GO:0043525	positive regulation of neuron apoptotic process
rs4788084	GO:0044346	fibroblast apoptotic process
rs4788084	GO:0045171	intercellular bridge
rs4788084	GO:0045820	negative regulation of glycolytic process
rs4788084	GO:0048144	fibroblast proliferation
rs4788084	GO:0048147	negative regulation of fibroblast proliferation
rs4788084	GO:0062099	negative regulation of programmed necrotic cell death
rs4788084	GO:0150078	positive regulation of neuroinflammatory response
rs4788084	GO:1901800	positive regulation of proteasomal protein catabolic process
rs4788084	GO:1902902	negative regulation of autophagosome assembly
rs4788084	GO:1903862	positive regulation of oxidative phosphorylation
rs4788084	GO:1904036	negative regulation of epithelial cell apoptotic process
rs4788084	GO:1904691	negative regulation of type B pancreatic cell proliferation
rs4788084	GO:1905897	regulation of response to endoplasmic reticulum stress
rs4788084	GO:2000194	regulation of female gonad development
rs4788084	GO:2000271	positive regulation of fibroblast apoptotic process
rs4788084	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
rs113935429	GO:0001659	temperature homeostasis
rs113935429	GO:0006307	DNA dealkylation involved in DNA repair
rs113935429	GO:0010883	regulation of lipid storage
rs113935429	GO:0035515	oxidative RNA demethylase activity
rs113935429	GO:0035516	oxidative DNA demethylase activity
rs113935429	GO:0035552	oxidative single-stranded DNA demethylation
rs113935429	GO:0035553	oxidative single-stranded RNA demethylation
rs113935429	GO:0040014	regulation of multicellular organism growth
rs113935429	GO:0042245	RNA repair
rs113935429	GO:0043734	DNA-N1-methyladenine dioxygenase activity
rs113935429	GO:0044065	regulation of respiratory system process
rs113935429	GO:0061157	mRNA destabilization
rs113935429	GO:0070350	regulation of white fat cell proliferation
rs113935429	GO:0070989	oxidative demethylation
rs113935429	GO:0080111	DNA demethylation
rs113935429	GO:0090335	regulation of brown fat cell differentiation
rs113935429	GO:1990931	mRNA N6-methyladenosine dioxygenase activity
rs113935429	GO:1990984	tRNA demethylase activity
rs72802342	GO:0007586	digestion
rs72802342	GO:0008236	serine-type peptidase activity
rs61759532	GO:0005096	GTPase activator activity
rs61759532	GO:0055038	recycling endosome membrane
rs16956936	GO:0005858	axonemal dynein complex
rs16956936	GO:0008569	minus-end-directed microtubule motor activity
rs16956936	GO:0030286	dynein complex
rs16956936	GO:0036126	sperm flagellum
rs16956936	GO:0036156	inner dynein arm
rs16956936	GO:0036159	inner dynein arm assembly
rs16956936	GO:0045505	dynein intermediate chain binding
rs16956936	GO:0051959	dynein light intermediate chain binding
rs16956936	GO:0060285	cilium-dependent cell motility
rs16956936	GO:0097729	9+2 motile cilium
rs2941522	GO:0007498	mesoderm development
rs2941522	GO:0030888	regulation of B cell proliferation
rs2941522	GO:0042826	histone deacetylase binding
rs2941522	GO:0045619	regulation of lymphocyte differentiation
rs2290400	GO:0001786	phosphatidylserine binding
rs2290400	GO:0012501	programmed cell death
rs2290400	GO:0019835	cytolysis
rs2290400	GO:0070273	phosphatidylinositol-4-phosphate binding
rs1052553	GO:0048026	positive regulation of mRNA splicing - via spliceosome
rs1893217	GO:0004726	non-membrane spanning protein tyrosine phosphatase activity
rs1893217	GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway
rs1893217	GO:0010888	negative regulation of lipid storage
rs1893217	GO:0019905	syntaxin binding
rs1893217	GO:0030971	receptor tyrosine kinase binding
rs1893217	GO:0035335	peptidyl-tyrosine dephosphorylation
rs1893217	GO:0038020	insulin receptor recycling
rs1893217	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway
rs1893217	GO:0045650	negative regulation of macrophage differentiation
rs1893217	GO:0045722	positive regulation of gluconeogenesis
rs1893217	GO:0050860	negative regulation of T cell receptor signaling pathway
rs1893217	GO:0050922	negative regulation of chemotaxis
rs1893217	GO:0060336	negative regulation of interferon-gamma-mediated signaling pathway
rs1893217	GO:0060339	negative regulation of type I interferon-mediated signaling pathway
rs1893217	GO:0061099	negative regulation of protein tyrosine kinase activity
rs1893217	GO:0070104	negative regulation of interleukin-6-mediated signaling pathway
rs1893217	GO:0070373	negative regulation of ERK1 and ERK2 cascade
rs1893217	GO:0097677	STAT family protein binding
rs1893217	GO:1902202	regulation of hepatocyte growth factor receptor signaling pathway
rs1893217	GO:1902206	negative regulation of interleukin-2-mediated signaling pathway
rs1893217	GO:1902215	negative regulation of interleukin-4-mediated signaling pathway
rs1893217	GO:1902227	negative regulation of macrophage colony-stimulating factor signaling pathway
rs1893217	GO:1902233	negative regulation of positive thymic T cell selection
rs1893217	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
rs1893217	GO:1903899	positive regulation of PERK-mediated unfolded protein response
rs1893217	GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway
rs550543239	GO:0001658	branching involved in ureteric bud morphogenesis
rs550543239	GO:0003231	cardiac ventricle development
rs550543239	GO:0030539	male genitalia development
rs550543239	GO:0060562	epithelial tube morphogenesis
rs550543239	GO:0061205	paramesonephric duct development
rs550543239	GO:0072177	mesonephric duct development
rs113114656	GO:0001657	ureteric bud development
rs113114656	GO:0001706	endoderm formation
rs113114656	GO:0001707	mesoderm formation
rs113114656	GO:0003203	endocardial cushion morphogenesis
rs113114656	GO:0005160	transforming growth factor beta receptor binding
rs113114656	GO:0005667	transcription regulator complex
rs113114656	GO:0007179	transforming growth factor beta receptor signaling pathway
rs113114656	GO:0007182	common-partner SMAD protein phosphorylation
rs113114656	GO:0007183	SMAD protein complex assembly
rs113114656	GO:0007352	zygotic specification of dorsal/ventral axis
rs113114656	GO:0007369	gastrulation
rs113114656	GO:0007389	pattern specification process
rs113114656	GO:0007492	endoderm development
rs113114656	GO:0009880	embryonic pattern specification
rs113114656	GO:0010718	positive regulation of epithelial to mesenchymal transition
rs113114656	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway
rs113114656	GO:0023019	signal transduction involved in regulation of gene expression
rs113114656	GO:0030073	insulin secretion
rs113114656	GO:0030324	lung development
rs113114656	GO:0031053	primary miRNA processing
rs113114656	GO:0032444	activin responsive factor complex
rs113114656	GO:0032924	activin receptor signaling pathway
rs113114656	GO:0034713	type I transforming growth factor beta receptor binding
rs113114656	GO:0035265	organ growth
rs113114656	GO:0038092	nodal signaling pathway
rs113114656	GO:0046332	SMAD binding
rs113114656	GO:0048156	tau protein binding
rs113114656	GO:0048340	paraxial mesoderm morphogenesis
rs113114656	GO:0048617	embryonic foregut morphogenesis
rs113114656	GO:0048701	embryonic cranial skeleton morphogenesis
rs113114656	GO:0051098	regulation of binding
rs113114656	GO:0060039	pericardium development
rs113114656	GO:0060395	SMAD protein signal transduction
rs113114656	GO:0062009	secondary palate development
rs113114656	GO:0070410	co-SMAD binding
rs113114656	GO:0070411	I-SMAD binding
rs113114656	GO:0070412	R-SMAD binding
rs113114656	GO:0070723	response to cholesterol
rs113114656	GO:0071141	SMAD protein complex
rs113114656	GO:0071142	homomeric SMAD protein complex
rs113114656	GO:0071144	heteromeric SMAD protein complex
rs113114656	GO:0097718	disordered domain specific binding
rs113114656	GO:0140297	DNA-binding transcription factor binding
rs113114656	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
rs144833113	GO:0000209	protein polyubiquitination
rs144833113	GO:0003254	regulation of membrane depolarization
rs144833113	GO:0004842	ubiquitin-protein transferase activity
rs144833113	GO:0005771	multivesicular body
rs144833113	GO:0006511	ubiquitin-dependent protein catabolic process
rs144833113	GO:0015459	potassium channel regulator activity
